170,05	-0,5906
170,15	-0,5905
170,25	-0,5904
170,35	-0,5902
170,45	-0,5901
170,55	-0,5900
170,65	-0,5898
170,75	-0,5897
170,85	-0,5896
170,95	-0,5895
171,05	-0,5894
171,15	-0,5893
171,25	-0,5891
171,35	-0,5890
171,45	-0,5888
171,55	-0,5888
171,65	-0,5888
171,75	-0,5886
171,85	-0,5884
171,95	-0,5882
172,05	-0,5882
172,15	-0,5880
172,25	-0,5879
172,35	-0,5877
172,45	-0,5876
172,55	-0,5875
172,65	-0,5873
172,75	-0,5871
172,85	-0,5871
172,95	-0,5870
173,05	-0,5868
173,15	-0,5866
173,25	-0,5865
173,35	-0,5865
173,45	-0,5864
173,55	-0,5863
173,65	-0,5863
173,75	-0,5862
173,85	-0,5860
173,95	-0,5859
174,05	-0,5858
174,15	-0,5857
174,25	-0,5855
174,35	-0,5854
174,45	-0,5853
174,55	-0,5852
174,65	-0,5851
174,75	-0,5850
174,85	-0,5849
174,95	-0,5848
175,05	-0,5847
175,15	-0,5846
175,25	-0,5846
175,35	-0,5845
175,45	-0,5844
175,55	-0,5844
175,65	-0,5842
175,75	-0,5841
175,85	-0,5840
175,95	-0,5839
176,05	-0,5838
176,15	-0,5838
176,25	-0,5836
176,35	-0,5835
176,45	-0,5834
176,55	-0,5833
176,65	-0,5833
176,75	-0,5831
176,85	-0,5831
176,95	-0,5830
177,05	-0,5829
177,15	-0,5827
177,25	-0,5827
177,35	-0,5826
177,45	-0,5825
177,55	-0,5824
177,65	-0,5823
177,75	-0,5821
177,85	-0,5820
177,95	-0,5820
178,05	-0,5819
178,15	-0,5817
178,25	-0,5816
178,35	-0,5815
178,45	-0,5813
178,55	-0,5812
178,65	-0,5811
178,75	-0,5810
178,85	-0,5809
178,95	-0,5807
179,05	-0,5806
179,15	-0,5805
179,25	-0,5803
179,35	-0,5802
179,45	-0,5801
179,55	-0,5799
179,65	-0,5798
179,75	-0,5798
179,85	-0,5796
179,95	-0,5795
180,05	-0,5794
180,15	-0,5793
180,25	-0,5792
180,35	-0,5791
180,45	-0,5791
180,55	-0,5790
180,65	-0,5788
180,75	-0,5786
180,85	-0,5785
180,95	-0,5784
181,05	-0,5782
181,15	-0,5781
181,25	-0,5780
181,35	-0,5778
181,45	-0,5777
181,55	-0,5775
181,65	-0,5774
181,75	-0,5772
181,85	-0,5771
181,95	-0,5770
182,05	-0,5769
182,15	-0,5768
182,25	-0,5766
182,35	-0,5765
182,45	-0,5763
182,55	-0,5762
182,65	-0,5761
182,75	-0,5759
182,85	-0,5757
182,95	-0,5755
183,05	-0,5753
183,15	-0,5751
183,25	-0,5750
183,35	-0,5748
183,45	-0,5746
183,55	-0,5745
183,65	-0,5743
183,75	-0,5741
183,85	-0,5740
183,95	-0,5739
184,05	-0,5737
184,15	-0,5736
184,25	-0,5734
184,35	-0,5733
184,45	-0,5732
184,55	-0,5731
184,65	-0,5730
184,75	-0,5729
