40,07	-0,9957
40,15	-0,9965
40,22	-0,9972
40,30	-0,9980
40,37	-0,9989
40,45	-0,9997
40,51	-1,0004
40,59	-1,0012
40,67	-1,0019
40,74	-1,0028
40,82	-1,0035
40,89	-1,0043
40,96	-1,0050
41,04	-1,0057
41,11	-1,0063
41,19	-1,0070
41,26	-1,0076
41,33	-1,0084
41,41	-1,0090
41,48	-1,0096
41,55	-1,0102
41,63	-1,0108
41,70	-1,0114
41,77	-1,0121
41,85	-1,0128
41,92	-1,0135
41,99	-1,0143
42,07	-1,0149
42,14	-1,0156
42,21	-1,0163
42,28	-1,0170
42,36	-1,0176
42,43	-1,0183
42,51	-1,0189
42,58	-1,0195
42,65	-1,0201
42,72	-1,0207
42,79	-1,0212
42,87	-1,0217
42,94	-1,0223
43,01	-1,0229
43,09	-1,0234
43,16	-1,0239
43,23	-1,0244
43,31	-1,0250
43,37	-1,0255
43,45	-1,0259
43,52	-1,0264
43,59	-1,0270
43,67	-1,0274
43,74	-1,0278
43,81	-1,0283
43,88	-1,0287
43,95	-1,0292
44,02	-1,0296
44,09	-1,0300
44,16	-1,0305
44,24	-1,0308
44,31	-1,0312
44,38	-1,0317
44,45	-1,0321
44,52	-1,0325
44,60	-1,0328
44,67	-1,0332
44,74	-1,0336
44,81	-1,0339
44,89	-1,0343
44,96	-1,0347
45,03	-1,0350
45,10	-1,0353
45,17	-1,0356
45,24	-1,0359
45,31	-1,0362
45,38	-1,0366
45,46	-1,0368
45,53	-1,0371
45,60	-1,0373
45,67	-1,0375
45,74	-1,0378
45,81	-1,0381
45,88	-1,0384
45,95	-1,0387
46,02	-1,0390
46,10	-1,0392
46,17	-1,0395
46,24	-1,0398
46,31	-1,0401
46,38	-1,0404
46,45	-1,0407
46,53	-1,0409
46,60	-1,0412
46,67	-1,0414
46,74	-1,0416
46,81	-1,0418
46,88	-1,0420
46,95	-1,0422
47,02	-1,0424
47,09	-1,0426
47,16	-1,0427
47,24	-1,0429
47,31	-1,0430
47,38	-1,0432
47,45	-1,0434
47,52	-1,0435
47,59	-1,0437
47,67	-1,0437
47,74	-1,0438
47,81	-1,0439
47,88	-1,0439
47,95	-1,0440
48,02	-1,0441
48,09	-1,0442
48,16	-1,0443
48,23	-1,0443
48,30	-1,0444
48,37	-1,0445
48,45	-1,0445
48,51	-1,0446
48,59	-1,0447
48,66	-1,0447
48,73	-1,0447
48,80	-1,0448
48,87	-1,0449
48,94	-1,0449
49,02	-1,0449
49,08	-1,0449
49,16	-1,0450
49,23	-1,0449
49,30	-1,0449
49,37	-1,0448
49,44	-1,0448
49,51	-1,0448
49,58	-1,0447
49,66	-1,0446
49,73	-1,0446
49,80	-1,0445
49,87	-1,0445
49,94	-1,0445
50,01	-1,0446
50,08	-1,0446
50,15	-1,0446
50,23	-1,0446
50,29	-1,0445
50,36	-1,0445
50,43	-1,0444
50,51	-1,0444
50,59	-1,0443
50,65	-1,0442
50,72	-1,0441
50,79	-1,0440
50,87	-1,0439
50,94	-1,0438
51,01	-1,0438
51,08	-1,0438
51,15	-1,0437
51,22	-1,0436
51,30	-1,0436
51,37	-1,0435
51,44	-1,0434
51,51	-1,0434
51,58	-1,0433
51,66	-1,0432
51,73	-1,0431
51,80	-1,0431
51,87	-1,0430
51,94	-1,0428
52,01	-1,0426
52,09	-1,0425
52,16	-1,0423
52,22	-1,0422
52,29	-1,0420
52,37	-1,0419
52,44	-1,0417
52,52	-1,0415
52,59	-1,0413
52,66	-1,0412
52,73	-1,0410
52,80	-1,0410
52,88	-1,0409
52,94	-1,0408
53,01	-1,0407
53,09	-1,0405
53,16	-1,0404
53,24	-1,0403
53,30	-1,0402
53,37	-1,0402
53,45	-1,0401
53,52	-1,0399
53,59	-1,0397
53,66	-1,0395
53,73	-1,0394
53,81	-1,0393
53,88	-1,0391
53,95	-1,0390
54,03	-1,0388
54,10	-1,0387
54,17	-1,0385
54,24	-1,0383
54,31	-1,0382
54,38	-1,0381
54,46	-1,0379
54,53	-1,0377
54,60	-1,0375
54,68	-1,0374
54,75	-1,0373
54,82	-1,0371
54,89	-1,0371
54,97	-1,0369
55,04	-1,0367
55,11	-1,0367
55,18	-1,0366
55,25	-1,0366
55,33	-1,0365
55,40	-1,0364
55,47	-1,0363
55,55	-1,0362
55,62	-1,0360
55,69	-1,0359
55,76	-1,0358
55,83	-1,0357
55,90	-1,0356
55,98	-1,0354
56,05	-1,0353
56,12	-1,0352
56,20	-1,0350
56,27	-1,0349
56,34	-1,0348
56,42	-1,0347
56,49	-1,0345
56,56	-1,0343
56,63	-1,0342
56,71	-1,0340
56,78	-1,0339
56,85	-1,0338
56,92	-1,0336
57,00	-1,0335
57,07	-1,0333
57,14	-1,0332
57,22	-1,0331
57,29	-1,0331
57,36	-1,0330
57,44	-1,0329
57,51	-1,0327
57,58	-1,0325
57,65	-1,0324
57,72	-1,0324
57,80	-1,0323
57,87	-1,0321
57,95	-1,0321
58,02	-1,0320
58,09	-1,0318
58,17	-1,0317
58,24	-1,0317
58,31	-1,0317
58,38	-1,0316
58,46	-1,0315
58,53	-1,0315
58,60	-1,0315
58,68	-1,0313
58,75	-1,0312
58,83	-1,0312
58,91	-1,0311
58,97	-1,0310
59,04	-1,0310
59,12	-1,0309
59,19	-1,0308
59,26	-1,0307
59,34	-1,0306
59,42	-1,0304
59,48	-1,0303
59,56	-1,0301
59,63	-1,0300
59,71	-1,0298
59,78	-1,0296
59,85	-1,0295
59,93	-1,0293
60,00	-1,0291
60,07	-1,0290
60,14	-1,0289
60,22	-1,0288
60,29	-1,0287
60,37	-1,0287
60,44	-1,0286
60,51	-1,0285
60,59	-1,0285
60,66	-1,0285
60,74	-1,0285
60,81	-1,0285
60,88	-1,0284
60,96	-1,0284
61,03	-1,0283
61,11	-1,0283
61,18	-1,0282
61,25	-1,0281
61,32	-1,0281
61,40	-1,0280
61,47	-1,0279
61,55	-1,0278
61,62	-1,0277
61,69	-1,0277
61,77	-1,0276
61,84	-1,0275
61,92	-1,0274
61,99	-1,0274
62,06	-1,0273
62,13	-1,0273
62,21	-1,0273
62,28	-1,0273
62,36	-1,0272
62,43	-1,0271
62,51	-1,0271
62,58	-1,0271
62,65	-1,0270
62,73	-1,0270
62,80	-1,0270
62,87	-1,0269
62,95	-1,0269
63,02	-1,0269
63,10	-1,0269
63,17	-1,0269
63,24	-1,0269
63,32	-1,0269
63,39	-1,0270
63,47	-1,0269
63,54	-1,0269
63,62	-1,0269
63,69	-1,0269
63,77	-1,0269
63,84	-1,0269
63,91	-1,0268
63,98	-1,0269
64,06	-1,0268
64,14	-1,0267
64,21	-1,0267
64,28	-1,0267
64,36	-1,0267
64,43	-1,0267
64,50	-1,0267
64,57	-1,0267
64,65	-1,0267
64,72	-1,0267
64,80	-1,0267
64,87	-1,0267
64,95	-1,0266
65,02	-1,0267
65,10	-1,0267
65,17	-1,0267
65,25	-1,0267
65,32	-1,0266
65,39	-1,0265
65,46	-1,0265
65,54	-1,0264
65,62	-1,0264
65,69	-1,0264
65,76	-1,0263
65,84	-1,0262
65,91	-1,0261
65,98	-1,0261
66,06	-1,0261
66,13	-1,0263
66,21	-1,0263
66,28	-1,0264
66,36	-1,0263
66,43	-1,0264
66,51	-1,0265
66,58	-1,0266
66,65	-1,0267
66,73	-1,0267
66,81	-1,0267
66,88	-1,0267
66,95	-1,0268
67,02	-1,0268
67,10	-1,0269
67,18	-1,0269
67,25	-1,0269
67,32	-1,0269
67,40	-1,0268
67,47	-1,0268
67,54	-1,0269
67,62	-1,0269
67,70	-1,0268
67,77	-1,0267
67,84	-1,0268
67,92	-1,0268
68,00	-1,0269
68,07	-1,0270
68,14	-1,0270
68,22	-1,0271
68,29	-1,0271
68,37	-1,0272
68,44	-1,0273
68,51	-1,0275
68,58	-1,0275
68,66	-1,0276
68,73	-1,0276
68,81	-1,0277
68,88	-1,0277
68,95	-1,0277
69,02	-1,0279
69,10	-1,0280
69,18	-1,0282
69,26	-1,0282
69,33	-1,0283
69,40	-1,0284
69,48	-1,0284
69,55	-1,0285
69,62	-1,0287
69,70	-1,0288
69,78	-1,0288
69,85	-1,0288
69,92	-1,0289
70,00	-1,0290
70,07	-1,0291
70,15	-1,0292
70,22	-1,0294
70,30	-1,0294
70,37	-1,0295
70,45	-1,0296
70,52	-1,0297
70,59	-1,0298
70,67	-1,0298
70,74	-1,0299
70,82	-1,0300
70,89	-1,0300
70,96	-1,0301
71,04	-1,0302
71,11	-1,0303
71,19	-1,0304
71,26	-1,0305
71,33	-1,0306
71,41	-1,0307
71,49	-1,0308
71,56	-1,0308
71,63	-1,0310
71,71	-1,0310
71,79	-1,0311
71,86	-1,0312
71,94	-1,0313
72,01	-1,0314
72,08	-1,0314
72,16	-1,0315
72,23	-1,0316
72,31	-1,0317
72,38	-1,0318
72,46	-1,0319
72,53	-1,0321
72,61	-1,0322
72,68	-1,0323
72,75	-1,0324
72,83	-1,0326
72,91	-1,0327
72,97	-1,0329
73,05	-1,0330
73,13	-1,0331
73,20	-1,0332
73,28	-1,0333
73,36	-1,0334
73,43	-1,0335
73,50	-1,0336
73,58	-1,0337
73,65	-1,0338
73,73	-1,0339
73,80	-1,0340
73,87	-1,0341
73,95	-1,0342
74,02	-1,0342
74,10	-1,0343
74,18	-1,0343
74,25	-1,0344
74,33	-1,0345
74,40	-1,0345
74,47	-1,0347
74,55	-1,0348
74,62	-1,0349
74,70	-1,0350
74,77	-1,0351
74,85	-1,0352
74,92	-1,0353
74,99	-1,0354
75,07	-1,0356
75,13	-1,0358
75,22	-1,0358
75,29	-1,0359
75,37	-1,0360
75,44	-1,0361
75,52	-1,0363
75,59	-1,0365
75,66	-1,0367
75,74	-1,0368
75,81	-1,0368
75,89	-1,0369
75,96	-1,0370
76,04	-1,0370
76,11	-1,0372
76,19	-1,0373
76,26	-1,0374
76,34	-1,0375
76,41	-1,0376
76,48	-1,0378
76,56	-1,0379
76,64	-1,0380
76,71	-1,0382
76,78	-1,0383
76,86	-1,0384
76,93	-1,0385
77,01	-1,0386
77,08	-1,0387
77,16	-1,0388
77,23	-1,0389
77,30	-1,0389
77,39	-1,0390
77,45	-1,0390
77,53	-1,0391
77,60	-1,0393
77,68	-1,0394
77,75	-1,0395
77,82	-1,0396
77,90	-1,0397
77,97	-1,0398
78,05	-1,0399
78,11	-1,0400
78,20	-1,0401
78,27	-1,0402
78,35	-1,0403
78,42	-1,0405
78,49	-1,0406
78,57	-1,0407
78,65	-1,0408
78,72	-1,0409
78,79	-1,0410
78,87	-1,0411
78,94	-1,0411
79,01	-1,0413
79,09	-1,0414
79,16	-1,0414
79,24	-1,0415
79,32	-1,0416
79,39	-1,0417
79,46	-1,0418
79,54	-1,0418
79,61	-1,0419
79,69	-1,0420
79,76	-1,0421
79,84	-1,0421
79,91	-1,0423
79,98	-1,0423
80,06	-1,0424
80,13	-1,0425
80,21	-1,0426
80,28	-1,0428
80,35	-1,0429
80,43	-1,0430
80,51	-1,0431
80,58	-1,0432
80,66	-1,0433
80,73	-1,0434
80,80	-1,0435
80,88	-1,0435
80,95	-1,0436
81,03	-1,0437
81,10	-1,0439
81,18	-1,0440
81,25	-1,0442
81,33	-1,0442
81,40	-1,0444
81,47	-1,0446
81,55	-1,0447
81,62	-1,0448
81,70	-1,0449
81,77	-1,0450
81,85	-1,0450
81,92	-1,0451
82,00	-1,0451
82,07	-1,0452
82,15	-1,0452
82,23	-1,0453
82,30	-1,0453
82,37	-1,0454
82,44	-1,0455
82,51	-1,0456
82,58	-1,0457
82,66	-1,0458
82,73	-1,0460
82,81	-1,0460
82,88	-1,0461
82,95	-1,0461
83,03	-1,0463
83,10	-1,0464
83,17	-1,0465
83,25	-1,0466
83,33	-1,0466
83,41	-1,0467
83,49	-1,0467
83,57	-1,0469
83,64	-1,0470
83,71	-1,0471
83,79	-1,0471
83,87	-1,0472
83,94	-1,0473
84,02	-1,0474
84,09	-1,0475
84,16	-1,0476
84,23	-1,0477
84,31	-1,0478
84,39	-1,0479
84,46	-1,0480
84,53	-1,0480
84,61	-1,0481
84,68	-1,0482
84,76	-1,0482
84,82	-1,0484
84,91	-1,0484
84,98	-1,0484
85,06	-1,0485
85,13	-1,0485
85,20	-1,0486
85,28	-1,0487
85,35	-1,0488
85,43	-1,0489
85,50	-1,0491
85,57	-1,0492
85,65	-1,0492
85,73	-1,0493
85,80	-1,0495
85,87	-1,0496
85,95	-1,0497
86,02	-1,0498
86,10	-1,0499
86,18	-1,0501
86,25	-1,0502
86,32	-1,0503
86,40	-1,0504
86,47	-1,0505
86,54	-1,0505
86,62	-1,0506
86,69	-1,0506
86,77	-1,0507
86,85	-1,0507
86,92	-1,0506
86,99	-1,0506
87,06	-1,0506
87,14	-1,0507
87,22	-1,0507
87,29	-1,0507
87,36	-1,0507
87,44	-1,0507
87,51	-1,0508
87,59	-1,0509
87,66	-1,0510
87,73	-1,0511
87,81	-1,0512
87,88	-1,0513
87,96	-1,0514
88,03	-1,0516
88,10	-1,0518
88,18	-1,0518
88,25	-1,0519
88,33	-1,0519
88,40	-1,0519
88,48	-1,0519
88,56	-1,0520
88,63	-1,0520
88,71	-1,0520
88,78	-1,0521
88,85	-1,0521
88,93	-1,0521
89,01	-1,0522
89,08	-1,0522
89,15	-1,0523
89,23	-1,0523
89,30	-1,0523
89,38	-1,0523
89,45	-1,0524
89,53	-1,0524
89,59	-1,0525
89,68	-1,0524
89,75	-1,0524
89,83	-1,0525
89,90	-1,0525
89,98	-1,0526
90,05	-1,0526
90,12	-1,0527
90,20	-1,0528
90,27	-1,0529
90,35	-1,0529
90,43	-1,0530
90,50	-1,0531
90,57	-1,0532
90,65	-1,0533
90,72	-1,0533
90,80	-1,0534
90,87	-1,0534
90,95	-1,0534
91,02	-1,0534
91,10	-1,0535
91,17	-1,0535
91,24	-1,0535
91,32	-1,0535
91,40	-1,0535
91,47	-1,0536
91,53	-1,0536
91,62	-1,0536
91,70	-1,0536
91,77	-1,0537
91,85	-1,0538
91,92	-1,0539
91,99	-1,0540
92,07	-1,0541
92,15	-1,0541
92,22	-1,0542
92,30	-1,0543
92,37	-1,0544
92,45	-1,0545
92,52	-1,0546
92,60	-1,0547
92,67	-1,0547
92,74	-1,0548
92,82	-1,0548
92,89	-1,0549
92,96	-1,0549
93,04	-1,0549
93,12	-1,0550
93,19	-1,0550
93,27	-1,0551
93,34	-1,0551
93,41	-1,0552
93,49	-1,0553
93,56	-1,0553
93,64	-1,0554
93,71	-1,0554
93,79	-1,0554
93,86	-1,0555
93,94	-1,0555
94,01	-1,0556
94,09	-1,0556
94,16	-1,0556
94,24	-1,0556
94,31	-1,0557
94,39	-1,0558
94,47	-1,0558
94,54	-1,0559
94,62	-1,0558
94,69	-1,0559
94,76	-1,0559
94,84	-1,0559
94,91	-1,0559
94,98	-1,0560
95,06	-1,0560
95,14	-1,0560
95,21	-1,0561
95,29	-1,0562
95,36	-1,0562
95,43	-1,0564
95,51	-1,0565
95,58	-1,0565
95,66	-1,0565
95,73	-1,0565
95,81	-1,0566
95,88	-1,0566
95,96	-1,0567
96,03	-1,0567
96,11	-1,0567
96,18	-1,0567
96,26	-1,0568
96,33	-1,0569
96,41	-1,0569
96,48	-1,0570
96,55	-1,0570
96,63	-1,0571
96,70	-1,0572
96,78	-1,0572
96,85	-1,0573
96,93	-1,0573
97,00	-1,0573
97,08	-1,0573
97,15	-1,0575
97,23	-1,0576
97,30	-1,0576
97,38	-1,0576
97,45	-1,0576
97,53	-1,0576
97,60	-1,0576
